"","scientificName","WKT","institutionCode","basisOfRecord","occurrenceID","catalogNumber","eventDate","year","month","day","georeferenceVerificationStatus","kingdom","phylum","class","order","family","scientific_name","subgenus","accepted_name","decimalLatitude","decimalLongitude"
"110","Anthophora coptognatha Timberlake, 1951","POINT (-117.985 35.12583)","KU","PRESERVED_SPECIMEN","b7388ea5-9cca-4df0-a7f5-6a5daddef5ea","1332504","1967-03-25T00:00:00",1967,3,25,"","Animalia","Arthropoda","Insecta","Hymenoptera","Apidae","Anthophora coptognatha",NA,"Anthophora coptognatha",35.12583,-117.985
"111","Melissodes agilis Cresson, 1879","POINT (-118.0619 36.60611)","KU","PRESERVED_SPECIMEN","c6de39a6-2e37-43e5-a2f5-a165594a8e38","487314","1940-07-28T00:00:00",1940,7,28,"","Animalia","Arthropoda","Insecta","Hymenoptera","Apidae","Melissodes agilis",NA,"Melissodes agilis",36.60611,-118.0619
"112","Osmia nigrobarbata Cockerell, 1916","POINT (-118.0619 36.60611)","KU","PRESERVED_SPECIMEN","172a78ae-1ed6-11e3-bfac-90b11c41863e","463282","1937-06-05T00:00:00",1937,6,5,"","Animalia","Arthropoda","Insecta","Hymenoptera","Megachilidae","Osmia nigrobarbata",NA,"Osmia nigrobarbata",36.60611,-118.0619
"113","Atoposmia enceliae (Cockerell, 1935)","POINT (-117.1764 36.29278)","KU","PRESERVED_SPECIMEN","18c2ddf6-1ed6-11e3-bfac-90b11c41863e","460886","1937-05-25T00:00:00",1937,5,25,"","Animalia","Arthropoda","Insecta","Hymenoptera","Megachilidae","Atoposmia enceliae",NA,"Atoposmia enceliae",36.29278,-117.1764
"114","Perdita cleomellae Cockerell, 1925","POINT (-115.3153 35.52167)","KU","PRESERVED_SPECIMEN","1eb76898-1ed6-11e3-bfac-90b11c41863e","411175","1935-09-14T00:00:00",1935,9,14,"","Animalia","Arthropoda","Insecta","Hymenoptera","Andrenidae","Perdita cleomellae",NA,"Perdita cleomellae",35.52167,-115.3153
"115","Ashmeadiella rufipes Titus, 1904","POINT (-118.0619 36.60611)","KU","PRESERVED_SPECIMEN","24cd068a-1ed6-11e3-bfac-90b11c41863e","460523","1937-06-15T00:00:00",1937,6,15,"","Animalia","Arthropoda","Insecta","Hymenoptera","Megachilidae","Ashmeadiella rufipes",NA,"Ashmeadiella rufipes",36.60611,-118.0619
"116","Colletes sphaeralceae Timberlake, 1951","POINT (-117.1764 36.29278)","KU","PRESERVED_SPECIMEN","3347912e-1ed6-11e3-bfac-90b11c41863e","391114","1937-05-23T00:00:00",1937,5,23,"","Animalia","Arthropoda","Insecta","Hymenoptera","Colletidae","Colletes sphaeralceae",NA,"Colletes sphaeralceae",36.29278,-117.1764
"117","Hylaeus mesillae cressonii Cockerell, 1907","POINT (-118.0619 36.60611)","KU","PRESERVED_SPECIMEN","33ae41f3-1ed6-11e3-bfac-90b11c41863e","391981","1940-07-28T00:00:00",1940,7,28,"","Animalia","Arthropoda","Insecta","Hymenoptera","Colletidae","Hylaeus mesillae",NA,"Hylaeus mesillae",36.60611,-118.0619
"118","Dianthidium parvum (Cresson, 1878)","POINT (-118.1156 34.57944)","KU","PRESERVED_SPECIMEN","343d9717-1ed6-11e3-bfac-90b11c41863e","415495","1935-10-06T00:00:00",1935,10,6,"","Animalia","Arthropoda","Insecta","Hymenoptera","Megachilidae","Dianthidium parvum",NA,"Dianthidium parvum",34.57944,-118.1156
"119","Perdita chrysothamni Timberlake, 1958","POINT (-117.3333 34.59889)","KU","PRESERVED_SPECIMEN","3dd8ea6c-1ed6-11e3-bfac-90b11c41863e","290717","1934-10-28T00:00:00",1934,10,28,"","Animalia","Arthropoda","Insecta","Hymenoptera","Andrenidae","Perdita chrysothamni",NA,"Perdita chrysothamni",34.59889,-117.3333
"120","Perdita mohavensis Timberlake, 1956","POINT (-117.0944 36.11833)","KU","PRESERVED_SPECIMEN","40cfcb37-1ed6-11e3-bfac-90b11c41863e","219265","1937-05-29T00:00:00",1937,5,29,"","Animalia","Arthropoda","Insecta","Hymenoptera","Andrenidae","Perdita mohavensis",NA,"Perdita mohavensis",36.11833,-117.0944
"121","Perdita punctosignata Cockerell, 1895","POINT (-116.6633 36.19111)","KU","PRESERVED_SPECIMEN","41394eb0-1ed6-11e3-bfac-90b11c41863e","225543","1996-04-15T00:00:00",1996,4,15,"","Animalia","Arthropoda","Insecta","Hymenoptera","Andrenidae","Perdita punctosignata",NA,"Perdita punctosignata",36.19111,-116.6633
"122","Anthophora pachyodonta Cockerell, 1923","POINT (-117.5714 34.42611)","KU","PRESERVED_SPECIMEN","414c4ca8-1ed6-11e3-bfac-90b11c41863e","430352","1952-06-27T00:00:00",1952,6,27,"","Animalia","Arthropoda","Insecta","Hymenoptera","Apidae","Anthophora pachyodonta",NA,"Anthophora pachyodonta",34.42611,-117.5714
"123","Andrena w-scripta Viereck, 1904","POINT (-118.0619 36.60611)","KU","PRESERVED_SPECIMEN","42b53c96-1ed6-11e3-bfac-90b11c41863e","980964","1937-06-11T00:00:00",1937,6,11,"","Animalia","Arthropoda","Insecta","Hymenoptera","Andrenidae","Andrena w-scripta",NA,"Andrena w-scripta",36.60611,-118.0619
"124","Anthophora striata Orr, 2018","POINT (-115.6528 35.0125)","KU","PRESERVED_SPECIMEN","7e07e3e4-7565-4d73-b377-947be313057a","1362067","1977-05-07T00:00:00",1977,5,7,"","Animalia","Arthropoda","Insecta","Hymenoptera","Apidae","Anthophora striata",NA,"Anthophora striata",35.0125,-115.6528
"125","Anthophora crotchii Cresson, 1879","POINT (-118.1156 34.57944)","KU","PRESERVED_SPECIMEN","a9e4b711-0556-4dc4-acc5-e9859c427e25","1361846","1936-04-11T00:00:00",1936,4,11,"","Animalia","Arthropoda","Insecta","Hymenoptera","Apidae","Anthophora crotchii",NA,"Anthophora crotchii",34.57944,-118.1156
"126","Melissodes verbesinarum Cockerell, 1905","POINT (-117.3333 34.59889)","KU","PRESERVED_SPECIMEN","ee002ebb-de4b-492b-bbbf-af96e38550b2","490993","1935-09-14T00:00:00",1935,9,14,"","Animalia","Arthropoda","Insecta","Hymenoptera","Apidae","Melissodes verbesinarum",NA,"Melissodes verbesinarum",34.59889,-117.3333
"127","Anthophora forbesi Cockerell, 1907","POINT (-117.2225 36.04778)","KU","PRESERVED_SPECIMEN","f7b48073-5701-4c48-98d7-332416d15f6e","1361403","1961-03-25T00:00:00",1961,3,25,"","Animalia","Arthropoda","Insecta","Hymenoptera","Apidae","Anthophora forbesi",NA,"Anthophora forbesi",36.04778,-117.2225
"128","Perdita bilobata Timberlake, 1956","POINT (-117.0944 36.11833)","KU","PRESERVED_SPECIMEN","174d4878-1ed6-11e3-bfac-90b11c41863e","230855","1937-05-29T00:00:00",1937,5,29,"","Animalia","Arthropoda","Insecta","Hymenoptera","Andrenidae","Perdita bilobata",NA,"Perdita bilobata",36.11833,-117.0944
"129","Andrena coracina LaBerge & Bouseman, 1970","POINT (-117.985 35.12583)","KU","PRESERVED_SPECIMEN","19e289e6-1ed6-11e3-bfac-90b11c41863e","399823","1967-03-25T00:00:00",1967,3,25,"","Animalia","Arthropoda","Insecta","Hymenoptera","Andrenidae","Andrena coracina",NA,"Andrena coracina",35.12583,-117.985
"130","Anthophora californica Cresson, 1869","POINT (-117.7267 34.97639)","KU","PRESERVED_SPECIMEN","1b80e1ca-1ed6-11e3-bfac-90b11c41863e","511972","1967-05-06T00:00:00",1967,5,6,"","Animalia","Arthropoda","Insecta","Hymenoptera","Apidae","Anthophora californica",NA,"Anthophora californica",34.97639,-117.7267
"131","Megachile subanograe Mitchell, 1934","POINT (-116.9208 34.41784)","KU","PRESERVED_SPECIMEN","21494681-1ed6-11e3-bfac-90b11c41863e","429801","1937-09-27T00:00:00",1937,9,27,"","Animalia","Arthropoda","Insecta","Hymenoptera","Megachilidae","Megachile subanograe",NA,"Megachile subanograe",34.41784,-116.9208
"132","Epeolus mesillae (Cockerell, 1895)","POINT (-115.55 35.083333)","KU","PRESERVED_SPECIMEN","21961a65-1ed6-11e3-bfac-90b11c41863e","417124","1995-05-10T00:00:00",1995,5,10,"","Animalia","Arthropoda","Insecta","Hymenoptera","Apidae","Epeolus mesillae",NA,"Epeolus mesillae",35.083333,-115.55
"133","Perdita trimaculata Timberlake, 1960","POINT (-116.58 34.04694)","KU","PRESERVED_SPECIMEN","2242e596-1ed6-11e3-bfac-90b11c41863e","216148","1946-11-26T00:00:00",1946,11,26,"","Animalia","Arthropoda","Insecta","Hymenoptera","Andrenidae","Perdita trimaculata",NA,"Perdita trimaculata",34.04694,-116.58
"134","Andrena ceanothifloris ceanothifloris","POINT (-117.45 34.95)","KU","PRESERVED_SPECIMEN","33be8114-1ed6-11e3-bfac-90b11c41863e","393333","1936-05-16T00:00:00",1936,5,16,"","Animalia","Arthropoda","Insecta","Hymenoptera","Andrenidae","Andrena ceanothifloris",NA,"Andrena ceanothifloris",34.95,-117.45
"135","Atoposmia viguierae (Cockerell, 1935)","POINT (-117.0944 36.11833)","KU","PRESERVED_SPECIMEN","3496d49b-1ed6-11e3-bfac-90b11c41863e","460931","1937-05-28T00:00:00",1937,5,28,"","Animalia","Arthropoda","Insecta","Hymenoptera","Megachilidae","Atoposmia viguierae",NA,"Atoposmia viguierae",36.11833,-117.0944
"136","Xylocopa tabaniformis androleuca Michener, 1940","POINT (-117.0944 36.11833)","KU","PRESERVED_SPECIMEN","3aaea55f-1ed6-11e3-bfac-90b11c41863e","444349","1938-04-19T00:00:00",1938,4,19,"","Animalia","Arthropoda","Insecta","Hymenoptera","Apidae","Xylocopa tabaniformis",NA,"Xylocopa tabaniformis",36.11833,-117.0944
"137","Perdita turgiceps Timberlake, 1954","POINT (-117.5908 36.26806)","KU","PRESERVED_SPECIMEN","3e08d6f1-1ed6-11e3-bfac-90b11c41863e","230731","1937-05-30T00:00:00",1937,5,30,"","Animalia","Arthropoda","Insecta","Hymenoptera","Andrenidae","Perdita turgiceps",NA,"Perdita turgiceps",36.26806,-117.5908
"138","Oreopasites vanduzeei Cockerell, 1925","POINT (-118.0619 36.60611)","KU","PRESERVED_SPECIMEN","3e0b93b3-1ed6-11e3-bfac-90b11c41863e","498050","1937-06-07T00:00:00",1937,6,7,"","Animalia","Arthropoda","Insecta","Hymenoptera","Apidae","Oreopasites vanduzeei",NA,"Oreopasites vanduzeei",36.60611,-118.0619
"139","Chelostoma minutum Crawford, 1916","POINT (-118.1156 34.57944)","KU","PRESERVED_SPECIMEN","3e3ad029-1ed6-11e3-bfac-90b11c41863e","559036","1936-04-11T00:00:00",1936,4,11,"","Animalia","Arthropoda","Insecta","Hymenoptera","Megachilidae","Chelostoma minutum",NA,"Chelostoma minutum",34.57944,-118.1156
"140","Melissodes pallidisignata Cockerell, 1905","POINT (-117.3333 34.59889)","KU","PRESERVED_SPECIMEN","40bd37c4-1ed6-11e3-bfac-90b11c41863e","488872","1935-09-14T00:00:00",1935,9,14,"","Animalia","Arthropoda","Insecta","Hymenoptera","Apidae","Melissodes pallidisignata",NA,"Melissodes pallidisignata",34.59889,-117.3333
"141","Xylocopa californica arizonensis Cresson, 1879","POINT (-117.5908 36.26806)","KU","PRESERVED_SPECIMEN","41fcea27-1ed6-11e3-bfac-90b11c41863e","445185","1990-05-04T00:00:00",1990,5,4,"","Animalia","Arthropoda","Insecta","Hymenoptera","Apidae","Xylocopa californica",NA,"Xylocopa californica",36.26806,-117.5908
"142","Perdita eucnides Timberlake, 1964","POINT (-118.0619 36.60611)","KU","PRESERVED_SPECIMEN","44a310db-1ed6-11e3-bfac-90b11c41863e","1009078","1937-06-15T00:00:00",1937,6,15,"","Animalia","Arthropoda","Insecta","Hymenoptera","Andrenidae","Perdita eucnides",NA,"Perdita eucnides",36.60611,-118.0619
"143","Hoplitis hamulicornis (Timberlake & Michener, 1950)","POINT (-117.1764 36.29278)","KU","PRESERVED_SPECIMEN","4b44450d-1ed6-11e3-bfac-90b11c41863e","1167963","1937-05-21T00:00:00",1937,5,21,"","Animalia","Arthropoda","Insecta","Hymenoptera","Megachilidae","Hoplitis hamulicornis",NA,"Hoplitis hamulicornis",36.29278,-117.1764
